JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Nurse,Administrative,£32000,Cambridge,"['Talent Acquisition', 'Leadership', 'Office Management']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Product Designer,Marketing and Creative,£21000,Newcastle,"['Content Creation', 'Graphic Design', 'Google Analytics']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Health and Safety Advisor,Engineering and Science,£22000,London,"['Engineering Design', 'Statistical Analysis', 'CAD Software']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
Logistics Coordinator,Administrative,£21000,Newcastle,"['Conflict Resolution', 'Communication', 'Recruitment']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
IT Support Specialist,Technology and Data,£32000,Bristol,"['JavaScript', 'Data Warehousing', 'Data Analysis']",You will have to provide technical support and troubleshooting for hardware and software issues.
Web Developer,Technology and Data,£21000,Sheffield,"['Docker', 'Cloud Computing', 'ETL']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Research Scientist,Engineering and Science,£20000,London,"['Technical Writing', 'Finite Element Analysis', 'Lab Techniques']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Software Developer,Technology and Data,£25000,Birmingham,"['Cloud Computing', 'Python Programming', 'Django']","Develop and maintain software applications and systems, and write clean code in languages such as Python and JavaScript."
Systems Analyst,Technology and Data,£33000,Sheffield,"['Problem Solving', 'ETL', 'Cloud Computing']",Evaluate and improve computer systems to enhance efficiency.
Investment Banking Analyst,Finance and Business,£31000,Liverpool,"['Market Research', 'Financial Forecasting', 'Quantitative Analysis']",You will assist in the evaluation of investment opportunities and financial transactions. You must also be proficient in conducting market research and financial modeling.
Research Scientist,Engineering and Science,£24000,Cambridge,"['Engineering Design', 'Simulation Software', 'Mechanical Design']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Event Coordinator,Marketing and Creative,£27000,Liverpool,"['Graphic Design', 'Campaign Management', 'User Research']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Web Developer,Technology and Data,£27000,Birmingham,"['Data Warehousing', 'Data Analysis', 'Cloud Computing']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Legal Assistant,Administrative,£21000,London,"['Communication', 'Client Management', 'Conflict Resolution']",Provide administrative support to legal teams and assist with legal research and document preparation
Data Analyst,Technology and Data,£26000,Bristol,"['Data Analysis', 'APIs', 'Data Visualisation']","Analyse and interpret complex data sets to help organisations make informed decisions, utilising tools like SQL and other data sorting software."
Operations Manager,Finance and Business,£30000,Birmingham,"['Financial Analysis', 'Bookkeeping', 'Risk Assessment']","Oversee daily operations of the organisation, ensuring efficiency and effectiveness to streamline processes."
Systems Analyst,Technology and Data,£27000,Manchester,"['Data Analysis', 'Python Programming', 'Version Control']",Evaluate and improve computer systems to enhance efficiency.
Research Scientist,Engineering and Science,£32000,London,"['CAD Software', 'Mechanical Design', 'Regulatory Compliance']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Product Designer,Marketing and Creative,£22000,Birmingham,"['PPC Advertising', 'Adobe Creative Suite', 'User Research']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Product Designer,Marketing and Creative,£32000,Liverpool,"['Adobe Creative Suite', 'Social Media Marketing', 'Analytics']","Design and develop new products, from concept to production. You will work on product specifications and testing."
Quantity Surveyor,Engineering and Science,£32000,Cambridge,"['Lab Techniques', 'Prototyping', 'Technical Writing']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Web Developer,Technology and Data,£33000,Liverpool,"['Version Control', 'SQL', 'Problem Solving']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Event Coordinator,Marketing and Creative,£29000,Manchester,"['Adobe Creative Suite', 'User Research', 'Analytics']","Plan and execute events, ensuring all aspects run smoothly, managing event logistics and budgets."
Electrical Engineer,Engineering and Science,£28000,Birmingham,"['Mechanical Design', 'CAD Software', 'Problem Solving']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Pharmaceutical Sales Representative,Engineering and Science,£27000,Bristol,"['Data Analysis', 'Mechanical Design', 'Simulation Software']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Electrical Engineer,Engineering and Science,£21000,London,"['Statistical Analysis', 'CAD Software', 'Lab Techniques']",Design and implement electrical systems and components for working on projects involving power generation and electronics.
Risk Analyst,Finance and Business,£22000,Birmingham,"['Business Strategy', 'Bookkeeping', 'Regulatory Compliance']",You must be able to identify and assess potential risks to the organisation.
Sales Executive,Marketing and Creative,£30000,Nottingham,"['SEO Optimisation', 'Content Management Systems', 'Campaign Management']",Must be able to develop and execute sales strategies to meet business objectives.
