JobTitle,JobCategory,Salary,Location,SkillsRequired,JobSummary
Supply Chain Analyst,Finance and Business,£32000,Bristol,"['Regulatory Compliance', 'Excel', 'Analytical Skills']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Logistics Coordinator,Administrative,£30000,Cambridge,"['Performance Appraisal Systems', 'Conflict Resolution', 'Office Management']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Sales Executive,Marketing and Creative,£23000,Bristol,"['Email Marketing', 'Google Analytics', 'Market Research']",Must be able to develop and execute sales strategies to meet business objectives.
Graphic Designer,Marketing and Creative,£27000,Nottingham,"['Content Creation', 'SEO Optimisation', 'Campaign Management']",Design visual assets for print and digital media. You must be proficient in design software such as Adobe Photoshop and Illustrator.
Quantity Surveyor,Engineering and Science,£33000,London,"['Mechanical Design', 'Technical Writing', 'Research Methodology']","Manage costs and budgets for construction projects. Conduct cost estimation, financial reporting, and contract administration."
Pharmaceutical Sales Representative,Engineering and Science,£22000,Nottingham,"['Project Management Software', 'Product Development', 'Research Methodology']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
IT Support Specialist,Technology and Data,£30000,Birmingham,"['Data Warehousing', 'SQL', 'Problem Solving']",You will have to provide technical support and troubleshooting for hardware and software issues.
Risk Analyst,Finance and Business,£27000,Newcastle,"['Project Management', 'Excel', 'Quantitative Analysis']",You must be able to identify and assess potential risks to the organisation.
Teacher,Administrative,£28000,Newcastle,"['Client Management', 'Leadership', 'Talent Acquisition']","Plan and deliver educational lessons to students. You will develop lesson plans, assess student performance, and provide effective feedback."
Nurse,Administrative,£30000,Leeds,"['HR Information Systems', 'Employee Relations', 'Payroll Management']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Business Analyst,Finance and Business,£34000,Liverpool,"['Risk Assessment', 'Excel', 'Financial Forecasting']",Identify business needs and develop solutions to enhance processes and operations.
Content Writer,Marketing and Creative,£31000,Cambridge,"['Adobe Creative Suite', 'Analytics', 'SEO Optimisation']","Create engaging written content for various platforms, including blogs, websites, and various social media platforms."
UI Designer,Technology and Data,£21000,Liverpool,"['Machine Learning', 'Data Visualisation', 'Docker']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Supply Chain Analyst,Finance and Business,£28000,Sheffield,"['Regulatory Compliance', 'Quantitative Analysis', 'Business Strategy']",You will be asked to analyse and optimise supply chain processes to improve efficiency and reduce costs.
Pharmaceutical Sales Representative,Engineering and Science,£32000,Bristol,"['Problem Solving', 'Engineering Design', 'Finite Element Analysis']",Promote and sell pharmaceutical products to healthcare professionals by providing product information and building relationships with clients.
Research Scientist,Engineering and Science,£21000,Liverpool,"['Regulatory Compliance', 'Lab Techniques', 'CAD Software']",Conduct experiments and analyse data to advance scientific knowledge. You must be specialised in areas such as biology or physics.
Public Relations Officer,Marketing and Creative,£32000,Sheffield,"['Analytics', 'Email Marketing', 'Content Creation']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Marketing Executive,Marketing and Creative,£22000,Bristol,"['Google Analytics', 'SEO Optimisation', 'Graphic Design']","Plan and execute marketing campaigns to promote products and services, through analysing market trends and tracking campaign performance."
UI Designer,Technology and Data,£26000,London,"['SQL', 'Python Programming', 'Version Control']","Create user-friendly interfaces and enhance user experience for websites and applications, expertise in design tools like Sketch and Adobe XD is necessaary."
Recruitment Consultant,Administrative,£32000,Leeds,"['Compliance Management', 'Organisational Skills', 'HR Information Systems']","Manage the recruitment process to attract and hire top talent. Develop job descriptions, screen candidates, and conduct interviews."
Logistics Coordinator,Administrative,£34000,London,"['Performance Appraisal Systems', 'Compliance Management', 'Organisational Skills']",Manage logistics and supply chain operations through coordinating shipments and tracking inventory.
Technical Support Engineer,Technology and Data,£22000,Cambridge,"['Data Warehousing', 'Data Analysis', 'Cloud Computing']","You should be able to diagnose and resolve technical issues, providing support to clients and customers."
Web Developer,Technology and Data,£22000,London,"['Problem Solving', 'Machine Learning', 'Data Warehousing']","Build and maintain websites and web applications. You will have to be proficient in HTML, CSS and JavaScript."
Nurse,Administrative,£33000,London,"['Leadership', 'HR Information Systems', 'Training and Development']","Provide medical care and support to patients. Duties include conducting medical assessments, administering treatments, and collaborating with healthcare professionals."
Public Relations Officer,Marketing and Creative,£26000,Birmingham,"['Digital Marketing', 'Campaign Management', 'Analytics']",Manage public relations activities to promote and protect the organisation's image with varying strategies.
Sales Executive,Marketing and Creative,£24000,Liverpool,"['Digital Marketing', 'Adobe Creative Suite', 'User Research']",Must be able to develop and execute sales strategies to meet business objectives.
Corporate Finance Analyst,Finance and Business,£28000,Sheffield,"['Market Research', 'Financial Analysis', 'Business Strategy']","Support corporate finance activities including budgeting, forecasting, and financial planning."
Health and Safety Advisor,Engineering and Science,£24000,Manchester,"['Engineering Design', 'Problem Solving', 'Finite Element Analysis']",Develop and implement health and safety policies; conducting risk assessments and ensuring compliance with safety regulations.
